Reviews ID,reviews,,,,,,,,,,,,,,,,
266,"KAUNOS CASTLE, DALYAN CHANNELS TEARS OF VEBYBLISApollon's son becomes the twins of Miletos, King of Caria The man is called Kaunos and the girl is called Byblis\Byblis falls in love with Kaunos byblis"," He establishes the city named after himself Byblis, on the other hand, wanted to end his life because of his unrequited love"," Throws himself off a high rock But Nymphs (nymphs) take pity on Byblis and turn it into a spring Byblis' tears become rivers, ages stop", https://wwwgooglecomtr/none, none,,,,,,,,,,,,
267,"I'm sure it would be much more useful to know about its history before going to such places It is a good example to see how ancient civilizations lived Make sure to go down to the beach Goats and donkeys became owners of the place I recommend not to go in the summer day at noon Be sure to have water with you and the energy to go back uphill Entry fee is 14 TL, children under 18 are free",,,,,,,,,,,,,,,,
268,An ancient city with a beautiful view I'm sure it will be more beautiful when the works are completed,,,,,,,,,,,,,,,,
269,Impressivean ancient city,,,,,,,,,,,,,,,,
270,"It should definitely be seen when it comes to Dalyan You can go not only to see the ancient city but also to see the view Unfortunately, due attention was not paid to the ancient city, and the excavations were in place for a long time There isn't even enough descriptive information about the ruins Since it will be very hot in the summer, it may be more comfortable to go towards the evening, and it can also be an opportunity to watch the sunset Entrance fee is 10 TL, museum card is valid They sell water inside for 5 liras",,,,,,,,,,,,,,,,
271,"It's definitely a place to come and see About 4 hours passed while we were walking around, we saw the tombs in the excavations, each stone has a separate date, and we looked at it secretly, even if it was covered 🤗",,,,,,,,,,,,,,,,
272,"made a trip to many places for the Fethiye holiday we came to in August This was one of the places we were curious about and we had the opportunity to stop by First of all, if you come to the riverside of Dalyan by car and pass by boat, you have to walk 1 km uphill to the ancient city If you come by car, there are small ferries that pass them across The ancient city is beautiful and well-maintained, the entrance fee is reasonable, and there is a resting area etc Everything has been thought of A must see place I advise",,,,,,,,,,,,,,,,
273,"It is a very beautiful place worth seeing, but if you go from Dalyan to a place between Köyceğiz and Dalyan, you should cross the river and walk for 15-20 minutes On the other hand, it is a little far from the car If you go, take plenty of cold water with you, don't go out without a hat My wife and I were pretty fried There are places on the road that sell pomegranate and orange juice Pomegranate gardens, fig trees as much as possible, the natural environment is wonderful, actually, there is no need to explain 😁 if you have a maximum credit card with museum fee, it's free (it's good for a museum card, it worked 😂) otherwise, if I remember correctly, you pay a fee of 20 TL I didn't go into the details much since I passed for free 🙈😹 I was very sorry that I didn't take a picture in the ancient theater, but it was so hot that I took my breath away Long story short, go 😹 see the fish and go to the ancient city of Kaunos😊",,,,,,,,,,,,,,,,
274,"If you are interested in history, you must see it",,,,,,,,,,,,,,,,
275,"place to go for those who love historical places but unfortunately, there is also the classical goat voting of the ruins here It's hard to travel in very hot weather There are places like theatre, Turkish bath etc at the top are the ramparts You can exit the trails but a bit difficult Entry is 14 TL Free under 18 there is a place like a buffet, wc, sitting area",,,,,,,,,,,,,,,,
276,I recommend you to see the king tombs and the ancient city,,,,,,,,,,,,,,,,
277,"It does not satisfy anyone who has seen Ephesus and aphrodisias, do not come in vain",,,,,,,,,,,,,,,,
278,"Kaunos King Cemetery, located in Ortaca region of Muğla, is also referred to as Dalyan Rock Tombs in some sources These tombs are thought to belong to kings The powerful and magnificent tombs created by carving into the mountains also reflect the power of the ancient city in a sense",,,,,,,,,,,,,,,,
279,"The historical texture of the landscape is beautiful, but the landscaping is not done Entry is 14 TL, children and teachers are free Iztuzu view looks great My advice is to take the ferry from Dalyan by car If you get on the ferry on foot, you will have to go uphill It is difficult in the heat",,,,,,,,,,,,,,,,
280,Do not go with small children It's very hot in the summer and you have to walk a bit There is a buffet next to the church This Ice cream and there The view is beautiful towards the lake,,,,,,,,,,,,,,,,
281,One of the must-see ruins,,,,,,,,,,,,,,,,
282,The seaside was also a very nice trade destination,,,,,,,,,,,,,,,,
283,"Location information is incorrect; It was written as Ortaca/Koycegiz and the location was specified as Ortaca again Köyceğiz and Ortaca are both separate districts of Muğla province and the ancient city of Kaunos is within the borders of Çandır Neighborhood of Köyceğiz District In summary, the mention of Kaunos with Dalyan consists of the fact that Dalyan sees Kaunos from the opposite side",,,,,,,,,,,,,,,,
284,"really liked the ancient city It just might be a little difficult to get around If you are in Dalyan, you have to cross the river by ferry My advice is to switch to 20 liras with your car There is a little slope up to the ancient city and it is hot",,,,,,,,,,,,,,,,
285,"You can reach Dalyan by small car ferry (easier) or by car (more difficult) by circumnavigating Köyceğiz Lake The ruins are relatively well preserved and spread over a wide area There is a very beautiful view from the hill to the Dalyan Strait If you walk down, you can reach the reeds and the waterfront Don't leave without seeing this place, it's a really nice experience",,,,,,,,,,,,,,,,
286,"It is a very beautiful ancient city that must be visited but when we asked for information at the entrance and how far the area extends, we got the answer, ""Walk and see as much as you can,"" there is a really interesting museum staff and the way is really hard You can come by car via Köycegiz On the way back, you can take the ferry to the Dalyan side for 20 TL and continue",,,,,,,,,,,,,,,,
287,Perfect place historical nature,,,,,,,,,,,,,,,,
288,"It has a magnificent beauty, first you cross the river by boat (5TL and free until 10 years old) then 1-15 km uphill walk, entrance to the hill area (12 TL and free until 10 years old) The buildings need restoration and strengthening as they do everywhere in Turkey At the same time, excavations should continue in this area The ancient theater is exactly the same as the ancient theater of Patara, its atmosphere and acoustics are excellent Due to its location in a dominant place, it has a magnificent view It should be added to the list of absolute must-see places before you die",,,,,,,,,,,,,,,,
